Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
94 - Corse	2B - Haute-Corse	5 - Calvi	212000202 - Aregno	252001177	SIVOS du bassin d'Aregno	SIVU	0	0	1993-05-25	1993-05-25	MEMNB		5	1272	1	CBUDG	0	0	0	 	0	 	Mme	Marie-France	GUIDICELLI	Mairie d'Aregno			20220 AREGNO	04 95 61 70 34	04 95 61 80 55						 	    	04 95 61 80 55	
94 - Corse	2B - Haute-Corse	2 - Bastia	212001481 - Lucciana	252001227	SI de l'Altu di Casacconi	SIVU	0	0	1988-03-25	1988-03-25	MEMNB		14	11623	1	CBUDG	0	0	0		0		M.	José	CORNEBISE	Lieu dit Procojo			20290 LUCCIANA	04 95 38 35 73	04 95 38 35 73	sivu.altu@wanadoo.fr					 	    	04 95 38 35 73	
94 - Corse	2B - Haute-Corse	3 - Corte	212001267 - Giuncaggio	252020078	SI de la Foata	SIVU	0	0	1973-02-27	1973-02-27	MEMNB		5	649	1	CBUDG	0	0	0		0		M.	Pierre-François	DEBOOSERE	Mairie de Giuncaggio			20251 GIUNCAGGIO	04 95 48 82 01	04 95 48 82 01						 	    	04 95 48 82 01	
94 - Corse	2B - Haute-Corse	3 - Corte	212000541 - Campile	252020219	SIVU San Clémenti	SIVU	0	0	1996-11-07	1996-11-07	MEMNB		3	391	1	CBUDG	0	0	0	Autres redevances et droits et services peri-scolaires et d'enseignement	0		M.	Pascal	SARTI	Mairie de Campile			20290 CAMPILE	04 95 38 21 21	    						 	    	    	
94 - Corse	2B - Haute-Corse	3 - Corte	212001572 - Mazzola	252020243	SI de la Stroscia	SIVU	0	0	1969-03-26	1969-03-26	MEMNB		4	214	1	CBUDG	0	0	0	 	0	 	M.	Michel	CIATTONI	Mairie de Mazzola			20212 MAZZOLA	04 95 48 67 71	04 95 48 67 71						 	    	04 95 48 67 71	
94 - Corse	2B - Haute-Corse	5 - Calvi	212000202 - Aregno	252020383	SI d'assainissement du bassin d'Aregno	SIVU	0	0	1999-06-02	1999-06-02	MEMNB		5	1524	1	CBUDG	0	0	0		0		Mme	Roxane	BARTHELEMY	Mairie d'Aregno			20220 AREGNO	04 95 61 70 34	04 95 61 78 68						 	    	04 95 61 78 68	
94 - Corse	2B - Haute-Corse	2 - Bastia	212000335 - Bastia	200032670	SI d'électrification et d'éclairage public de la Haute-Corse	SIVOM	1	0	2012-07-11	2012-10-01	MEMNB		234	130119	2	CBUDG	0	0	0		0		M.	Louis	SEMIDEI	ZAE d'Erbajolo	Route Impériale C5 Stadium		20600 Bastia	04 95 34 85 50	    						 	    	    	
94 - Corse	2B - Haute-Corse	5 - Calvi	212000343 - Belgodère	200080539	SIVOS E Cinque Pieve di Balagna	SIVOM	1	0	2018-03-26	2018-03-26	MEMNB		17	3643	1	CBUDG	0	0	0		0		M.	Laurent	CECCALDI	Mairie de Belgodère			20226 Belgodère	    	    						 	    	    	
94 - Corse	2B - Haute-Corse	5 - Calvi	212001531 - Manso	242000222	SIVOM Ambiante di U Fangu	SIVOM	0	0	1971-10-01	1971-10-01	MEMNB		2	504	2	CBUDG	0	0	0	 	0	 	M.	Alain	MAMELLI	Mairie de Manso			20245 MANSO	    	    						 	    	    	
94 - Corse	2B - Haute-Corse	3 - Corte	212002190 - Piedicroce	242000271	SIVOM de la vallée d'Orezza	SIVOM	0	0	1972-01-13	1972-01-13	MEMNB		14	551	5	CBUDG	0	0	1		0		M.	Marcel	FERRARI	Mairie de Piedicroce			20229 PIEDICROCE	04 95 35 81 86	04 95 35 85 45	Maison.Service.Public@wanadoo.fr					 	    	04 95 35 85 45	
94 - Corse	2B - Haute-Corse	3 - Corte	212000871 - Cervione	242000321	SIVOM de Cervione, Valle di Campoloro	SIVOM	0	0	1968-05-07	1968-05-07	MEMNB		2	2545	3	CBUDG	0	0	0	 	0	 	M.	Jean Jacques	PAOLI	Mairie de Cervione			20221 CERVIONE	04 95 38 10 28	04 95 38 18 06	mairiecervione@free.fr					 	    	04 95 38 18 06	
94 - Corse	2B - Haute-Corse	5 - Calvi	212000343 - Belgodère	242020048	SIVOM de la région de Belgodère	SIVOM	1	0	1974-10-28	1974-10-28	MEMNB		6	1705	2	CBUDG	0	0	0		0		M.	Pierre-Marie	MANCINI	Château Malaspina			20226 BELGODERE	04 95 61 39 39	04 95 61 39 38	Sivombelgodere@wanadoo.fr					 	    	04 95 61 39 38	
94 - Corse	2B - Haute-Corse	3 - Corte	212002513 - Prunelli-di-Fiumorbo	252000799	SIVOM de la Plaine du Fium'Orbo	SIVOM	0	0	1951-06-23	1951-06-23	MEMNB		14	15565	1	CBUDG	0	0	0	 	0	 	M.	Francis	GIUDICI	Ghisonaccia			20240 GHISONACCIA	04 95 56 51 10	04 95 56 51 15						 	    	04 95 56 51 15	
94 - Corse	2B - Haute-Corse	3 - Corte	212002075 - Penta-di-Casinca	252020136	SI de la Casinca à Moriani	SIVOM	0	0	1949-06-10	1949-06-10	MEMNB		11	16697	2	CBUDG	0	0	0	 	0	Surtaxe AEP	M.	Yannick	CASTELLI	Résidence Jupiter	ZAC de Folelli		20213 FOLELLI	04 95 36 96 54	04 95 36 94 10						 	    	04 95 36 94 10	
94 - Corse	2B - Haute-Corse	3 - Corte	212000962 - Corte	200009827	SM pour la valorisation des déchets de Corse (SYVADEC)	SMF	0	1	2007-07-13	2007-07-13	POPUL		19	329021	4	CBUDG	0	0	0	 	0	 	M.	Don GEORGES	GIANNI	Zone artisanale			20250 CORTE	    	    						 	    	    	
94 - Corse	2B - Haute-Corse	3 - Corte	212000129 - Altiani	242000438	SIVOM de Rogna	SMF	0	0	1989-11-29	1989-11-29	MEMNB		5	620	3	CBUDG	0	0	1		0		M.	Augustin	ALBERICCI	Mairie d'Altiani			20270 ALTIANI	04 95 48 82 62	04 95 48 84 40						 	    	04 95 48 84 40	
94 - Corse	2B - Haute-Corse	5 - Calvi	212002059 - Patrimonio	200078657	SM du grand site de Conca C'Oru, vignoble de Patrimonio - Golfe de Saint-Florent	SMO	0	0	2017-11-29	2017-11-29	AUTR		8	7774	1	CBUFI	0	0	0		0		M.	Claudy	OLMETA	Maison du grand site			20053 patrimonio	    	    						 	    	    	
94 - Corse	2B - Haute-Corse	5 - Calvi	212001903 - Olmi-Cappella	252020391	SM du Giussani	SMO	0	1	2001-02-20	2001-02-20	AUTR	7 délégués titulaires et 7 délégués suppléants pour la collectivité de corse et 1 titulaire et 1 suppléant pour chacune des communes membres	6	327	2	CBUDG	0	0	0	 	0	 	M.	Frédéric	MARIANI	Mairie d'Olmi Capella			20259 OLMI CAPELLA	04 95 61 30 70	04 95 47 11 63	sm.giussani@mic.fr					 	    	04 95 47 11 63	
94 - Corse	2B - Haute-Corse	3 - Corte	212000962 - Corte	252020441	SM chauffage urbain de Corte	SMO	0	1	2004-06-25	2004-06-25	MEMNB		2	7757	1	CBUDG	0	0	0	 	0	 	M.	Xavier	POLI	Mairie de Corte			20250 CORTE	04 95 45 23 00	04 95 61 31 96						 	    	04 95 61 31 96	
94 - Corse	2B - Haute-Corse	5 - Calvi	212000848 - Cateri	200066611	Pays de Balagne	PETR	0	0	2016-10-24	2016-10-24	AUTR	ARTICLE 5 DES STATUTS	2	23952	1	CBUDG	0	0	0		0		M.	Pierre	POLI	Hôtel de Ville 	Rue Pasquale Paoli		20220 L'ILE ROUSSE	    	    						 	    	    	
